reviews/round-10-owner-answers.md:7	10	A-1	예상이 맞다.
reviews/round-10-owner-answers.md:8	10	A-2	기존과 달리 의미를 통일했으니 이렇게 해도 무방하다. 단, 이는 검증과 무관하므로, 잘못된 스키마에 대한 책임은 사용자에게 있고, form은 고
reviews/round-10-owner-answers.md:9	10	A-3	분기를 고르지 않으나, if-then-else 문법은 예외적으로 분기를 결정하는 것에 쓰인다. 내 이해가 맞나? (예시 스키마) 이 구조에서 `
reviews/round-10-owner-answers.md:10	10	A-4	루프의 가능성을 제한하지는 않는다. 이때문에 순환된 값이 진동하거나 발산할 수 있으며, 이를 막기 위한 상한값이 있고, 그 상한값을 초과하면 적
reviews/round-10-owner-answers.md:11	10	B-22	동의합니다. 이 경우에 대한 예외적 허용을 하죠. 이를 통해 스키마를 통해서 form을 제어하는 방법은 if-then-else 와 oneOf /
reviews/round-10-owner-answers.md:12	10	B-12	이건 "읽기전용 form 인 경우" 등을 구현하기 위한 구조라서 props 로 전달되는 글로벌 값이 개별 값을 덮도록 하는게 맞습니다. root
reviews/round-10-owner-answers.md:13	10	B-1	권고를 따릅니다만, 기본적으론 form 을 터트려서(error 를 throw 해서) 알려주는게 좋지 않을까 싶네요... 이 루프가 만들어지는건 
reviews/round-10-owner-answers.md:14	10	C-10	A2에서 답변함
reviews/round-10-owner-answers.md:15	10	C-11	네. 따로 두지 않습니다. 다만, 개별 formTypeInput 에서는 undefined 를 onChange 로 전달하는게 값을 빼는 것으로 동
reviews/round-10-owner-answers.md:16	10	C-15	값을 빼거나, 넣는 값도 일부 있긴 해야합니다. 예컨대 A 브랜치가 비활성화 될때, A의 값을 제거할지 남겨둘지, 혹은 변경할지, 그리고 inp
reviews/round-10-owner-answers.md:17	10	C-20	예 이건 jsonSchema 스팩을 존중합니다
reviews/round-10-owner-answers.md:18	10	C-2	예 맞습니다
reviews/round-10-owner-answers.md:19	10	D-6	동의
reviews/round-10-owner-answers.md:20	10	D-7	네, 세부적인 규칙이 포괄적인 규칙을 덮는 기존 관례를 따릅니다
reviews/round-10-owner-answers.md:21	10	D-14	readOnly, visible 같은거에 &를 붙이는건 좀 이상하긴 하니까 control(or controls 적절한거 선택) 블록으로 묶으면 
reviews/round-10-owner-answers.md:22	10	D-17	예
reviews/round-10-owner-answers.md:23	10	E-8	예 이깁니다
reviews/round-10-owner-answers.md:24	10	E-9	이게 충돌하는게 좋은 상황은 아닙니다만, derived 가 이깁니다
reviews/round-10-owner-answers.md:25	10	E-13	이게 좀 애매합니다. 기본적으로 본인의 readOnly 조건을 글로벌 조건이 이기는 설계입니다. 그 이유는 앞서 말한대로, form 세부 정보와
reviews/round-10-owner-answers.md:26	10	E-16	예. 이미 답함
reviews/round-10-owner-answers.md:27	10	E-18	깊은 병합을 했으면 합니다. 그 이유는 커스텀 props는 (FormTypeInputProps 같은) 내부에 객체타입을 가질 수도 있고 함수나 
reviews/round-10-owner-answers.md:28	10	E-19	추가 정보를 원합니다. 다음 라운드에서 보강해서 다시 질문하세요. 무슨소린지 모르겠음
reviews/round-10-owner-answers.md:29	10	E-21	이건 어떠려나요? 이전 상태와 무관하게 현재 데이터를 기준으로 true 면 지우고, false 면 안지워야 할거같은데요. 이전 상태는 중요치 않
reviews/round-10-owner-answers.md:30	10	E-23	게이트를 가진 분기는 required 가 필수에요? if 문 자체를 통으로 jsonSchema 평가하는거 아닙니까? 그럼 표현에 한계가 없을텐데
reviews/round-10-owner-answers.md:31	10	E-4	네, virtual 은 스키마로 선언되는건 아니니까 그냥 둡시다. 유효성검증도 영향 없고.
reviews/round-10-owner-answers.md:32	10	E-5	동의
reviews/round-10-owner-answers.md:38	10	E-23	이해했습니다. 다만, 이건 우리가 참견할 문제는 아닙니다. 평가하지 않습니다.
reviews/round-10-owner-answers.md:39	10	E-21	최초 로드시에입니다. 런타임에는 false->true, true->false 경계에서만 동작하는걸 생각합니다.
reviews/round-10-owner-answers.md:40	10	E-19	23에서 말한대로 굳이 안봐도 되지않나 싶습니다. 이렇게 말하는 이유는 그냥 if 문의 스키마로 지금 값을 평가하면 되는거라 굳이 그런 규칙은 
reviews/round-13-owner-answers.md:7	13	1 잠금 규칙	이걸로 가자.(다) 글로벌 readOnly 나 disabled 같은 개념은 없애고 모든 control 필드는 자체 노드만 지원. children
reviews/round-13-owner-answers.md:8	13	2 나감 비움 기본값	나는 지금 방출과 값을 구분하지 않고 말했다. onChange 로 넘어가는 값(방출 표현값)에서 지워지는게 기본값이면 된다. 그럼 궁금한건데, 
reviews/round-13-owner-answers.md:9	13	3 폼 전용 키 접두	이후 대화로 "나" 방향 확정. 다만, 제안했던 form 전용필드용 프리픽스는 매력적이나, 너무 난해해진다. 제어용 필드들에 대해서만 &를 붙이
reviews/round-13-owner-answers.md:10	13	4 규칙 충돌 순위	이게 맞다.(가) 전파 순서에 대한 이야기는 서로 다른 노드에서 하나의 노드로 injectTo 를 할 경우를 생각한건데, 이 경우에는 뒤가 이기
reviews/round-13-owner-answers.md:16	13	Form 속성의 자리	맞다. props 로 전달되는 글로벌 readOnly 와 disunset 만 특별관리를 하자. 코어트리와 유리된 전역동작으로 읽으면 된다.
reviews/round-13-owner-answers.md:17	13	나감 정책 키 이름	권고 수용. unsetOnInactive 으로 한다.
reviews/round-14-owner-answers.md:7	14	O-1	가 로 하죠. 다만, discriminator 를 서로 다르게 선언했거나 discriminator 이 분기마다 다른 타입이나 성질을 가지면 오류
reviews/round-14-owner-answers.md:8	14	O-2	가 로 가죠. 다만, 이런 예산초과된 상태로 동작하는건 되도록 막는 방향을 원하긴 해요.
reviews/round-14-owner-answers.md:9	14	O-3	더해도 되긴 하는데, 어차피 이벤트 컨텍스트 데이터니까, update 의 오리진을 구분할 니즈가 있을까요?
reviews/round-14-owner-answers.md:10	14	O-4	가로 가도 됩니다. 다만 전반적으로 "오류가 나도 동작하는" 형태보다는 안되면 오류를 터트려서 인지시키는 방향이 좋지 않을까 싶네요
reviews/round-14-owner-answers.md:11	14	O-5	이 error 처리 기법에 대해서 확장 조사를 한번 해보세요. 질문 대부분이, 오류가 나도 form 은 동작시키고 console 을 낼까요, 아
reviews/round-14-owner-answers.md:12	14	O-6	가 확정
reviews/round-14-owner-answers.md:13	14	O-7	맞긴 한데, 이건 plungin 을 통한 전역 속성이 아니라 특정 커스텀 검증기 등을 추가한 커스텀 인스턴스 주입기임. 제거할 이유가 있나? 설
reviews/round-14-owner-answers.md:14	14	O-8	논리적 정합성을 따져보세요. 권고가 맞는거같긴 한데. 확신을 못하겠군요
reviews/round-14-owner-answers.md:15	14	O-9	네 확정하세요
reviews/round-14-owner-answers.md:16	14	O-10	이건 사실상 오류를 뿜으면서 form 이 터져야 할 것 같은데요. 경고만 일어나고 동작하는것처럼 보이는게 더 위험합니다
reviews/round-14-owner-answers.md:17	14	O-11	네 가로 가죠. 근데 그럼 merge 를 못쓰고 새로 구현해야 하는거 아닙니까? mege 함수에 옵션을 넣는게 나을까요?
reviews/round-16-owner-answers.md:7	16	1	"예"
reviews/round-16-owner-answers.md:8	16	2	"기본적으로 값에 대한 리셋이긴 한데요, 기존 사용방식을 참고해서 로드로 충분한지 검토해보세요. 불필요한 캐시 리빌드를 원하진 않습니다만, 사용
reviews/round-16-owner-answers.md:9	16	3	"예"
reviews/round-16-owner-answers.md:10	16	4	"예. 전체 정리 허용합니다"
reviews/round-16-owner-answers.md:11	16	5	"예"
reviews/round-16-owner-answers.md:12	16	6	"예, 대표적으로 if-then 을 사용한 무제한 스카마 확장 문법은 더 느릴수밖에 없을겁니다. 대신 통제 가능하고 일정 수준 내에서만 느리길 
reviews/round-16-owner-answers.md:13	16	7	"예"
reviews/round-16-owner-answers.md:14	16	8	"예 적절한 이름을 써주세요"
reviews/round-16-owner-answers.md:15	16	9	"정해지지 않았습니다. changeSet 을 사용한 표준 방법으로 바꾸고자 합니다. 릴리즈 테스트도 다시 작성해야 합니다. 지금 구조는 gith
reviews/round-16-owner-answers.md:16	16	10	"에. 최소생성, 메모리안정, 캐싱을 통한 속도 및 재생성 방지가 고속성 원칙에 포함됩니다."
reviews/round-17-owner-answers.md:9	17	R17	"나 허용. 망가진 값을 올리는게 더 위험하겠다."
reviews/round-17-owner-answers.md:10	17	R17	"지워야하지 않을까? 안지우고 어떻게 꺼지는 자신(객체?)만 지우겠어. 해당 브랜치가 꺼질떄, 하위 트리노드가 모두 꺼진다고 봐야할거같아."
reviews/round-17-owner-answers.md:11	17	R17	첫 답: "이건 "다" 가 맞을거야. 그걸 코어에 둘지 options 에 둘지는 다루어봐야겠지만. 그 이유가, 트림이 꺼져있을때 사용자가 띄어쓰
reviews/round-17-owner-answers.md:12	17	통보 1	"허용"
reviews/round-17-owner-answers.md:13	17	통보 2	"예. 허용해야 합니다."
reviews/round-17-owner-answers.md:14	17	통보 3	"오류만 내보내고 거절은 하지 마시죠. 사용자가 인지만 하면 될거고, 기본값이 있어서 사용자가 오히려 불편할겁니다. 저는 jsonSchema 로
reviews/round-17-owner-answers.md:15	17	통보 4	첫 답: "onError 로 넘어가는건 기본적으로 유효성검증 에러라는 가정을 하고있어서요. 그건 좀 어려울 수도 있겠습니다. 다시 던지는 안은 
reviews/round-17-owner-answers.md:21	17	종류별 동작 표의 이름	"BEHAVIORS 이게 나은거 아닌가 그럼? KINDS[kind] 좀 이상하잖아. BEHAVIORS[kind]면 모를까." 뒤이어 "좋아. 그
reviews/round-17-owner-answers.md:22	17	`group`의 이름	"그리고 추가 질문인데, group 이라는 이름도 바꿀 수 있나?" 뒤이어 "좋아. 그렇게 하자."
reviews/round-17-owner-answers.md:23	17	`kind` 필드	"또한, 지금 말한대로면 kind 는 type+group 으로 유도되는건가? 그럼 이걸 별도로 나누는 이유가 뭐지?" 뒤이어 "좋아. 그렇게 하
reviews/round-17-owner-answers.md:24	17	노드 구조	"마지막으로 그럼 node 구조가 어떻게 되는건가? 지금처럼 AbstractNode 를 상속하는 구조가 아닌건가? 말만 들어보면 kind 의 B
reviews/round-17-owner-answers.md:25	17	`behaviors/`	"구조가 바뀌는 만큼, behaviors/ 하위에 개별 "행위"들이 하나의 .ts 파일로 떨어질거같지 않은데, 이건 프렉탈이나 디렉토리로라도 묶
reviews/round-17-owner-answers.md:26	17	`tree`의 이름	"tree 이름 맘에 안드는데.... 이거 다른 제안 없니..?" 뒤이어 "좋아, 책임별로 나누는 걸로 가자. 이름은 제안을 좀 받아볼게."
reviews/round-17-owner-answers.md:27	17	진행 방식	"4번이랑 병렬로 할 수 있나? 하니면 기다렸다가 해야하나? 네가 데이터를 유실할까봐 좀 걱정이긴한데"
reviews/round-17-owner-answers.md:33	17	(가)	"(가) ㄱ warning으로."
reviews/round-17-owner-answers.md:34	17	(나)	"(나) 확장 허용합니다"
reviews/round-17-owner-answers.md:42	17	4 종류 모듈	확정. `objectBehavior/`와 `arrayBehavior/` 안에 `branch/`·`terminal/`을 두고 둘이 함께 쓰는 보조
reviews/round-17-owner-answers.md:43	17	9 입력 마침 칸	확정. `finishInput`(어댑터의 신호도 같은 이름)
reviews/round-17-owner-answers.md:44	17	10 자식 구성 칸	확정(소유자가 낸 이름, 반대 없음). 칸의 일을 이름에 맞춘다. 칸은 노드를 만들지 않고 자식 선언 목록만 돌려주며, 생성은 `settle`이
reviews/round-17-owner-answers.md:45	17	12·15 생성 함수와	확정. 옛 이름을 피한다는 기준은 버린다. 이름은 아래 이름 규칙에 따라 형 `SchemaNodeFactory`, 모듈 수준 함수 `schema
reviews/round-17-owner-answers.md:46	17	14 트리마다 하나인 	확정. `SchemaNodeRuntime`(노드 필드 `runtime`). 한 트리의 모든 노드가 같은 런타임 하나를 가리킨다
